	cluster1
Telencephalon_regionalization	1.68e-05
Thyroid_gland_development	0.0044
Tissue_development	1.76e-19
Tissue_morphogenesis	1.7e-09
Tongue_development	0.0016
Transcription_by_RNA_polymerase_II	0.0012
Transdifferentiation	0.0019
Tube_development	3.25e-09
Tube_morphogenesis	3.96e-06
Type_B_pancreatic_cell_differentiation	0.0028
Ureteric_bud_development	0.0034
Urogenital_system_development	0.0036
Ventral_spinal_cord_development	1.85e-09
Ventral_spinal_cord_interneuron_differentiation	0.00046
Ventral_spinal_cord_interneuron_fate_commitment	0.0063
