	cluster1
Muscle_tissue_development	0.00015
Negative_regulation_of_RNA_metabolic_process	7.11e-08
Negative_regulation_of_apoptotic_process	0.00037
Negative_regulation_of_biological_process	0.0018
Negative_regulation_of_cardiac_muscle_cell_apoptotic_process	0.0035
Negative_regulation_of_cell_differentiation	0.0015
Negative_regulation_of_cellular_biosynthetic_process	8.93e-07
Negative_regulation_of_cellular_process	0.00047
Negative_regulation_of_developmental_process	0.00068
Negative_regulation_of_macromolecule_biosynthetic_process	3.62e-07
Negative_regulation_of_macromolecule_metabolic_process	0.0035
Negative_regulation_of_metabolic_process	0.0072
Negative_regulation_of_neuron_differentiation	0.0025
Negative_regulation_of_nitrogen_compound_metabolic_process	0.0025
Negative_regulation_of_transcription,_DNA-templated	3.84e-08
Negative_regulation_of_transcription_by_RNA_polymerase_II	9.01e-09
Nervous_system_development	5.51e-25
Neural_tube_patterning	0.0089
Neurogenesis	3.28e-15
Neuron_development	3.84e-08
Neuron_differentiation	2.77e-17
Neuron_fate_commitment	5.62e-08
Neuron_fate_specification	1.68e-06
Neuron_migration	0.0068
Neuron_projection_development	6.04e-06
Neuron_projection_morphogenesis	1.36e-07
Neurotransmitter_transport	0.00017
Olfactory_behavior	0.0071
Outflow_tract_morphogenesis	0.0024
Pallium_development	0.0011
Pattern_specification_process	1.27e-17
Pharyngeal_system_development	0.0067
Pituitary_gland_development	0.0024
Plasma_membrane_bounded_cell_projection_organization	0.0001
Positive_regulation_of_RNA_metabolic_process	1.36e-18
Positive_regulation_of_cardioblast_differentiation	0.0026
Positive_regulation_of_cell_development	0.00043
Positive_regulation_of_cell_differentiation	1.97e-08
Positive_regulation_of_cellular_biosynthetic_process	9.33e-17
Positive_regulation_of_cellular_metabolic_process	1.35e-13
Positive_regulation_of_cellular_process	1.82e-12
Positive_regulation_of_developmental_growth	0.003
Positive_regulation_of_developmental_process	2.98e-09
Positive_regulation_of_macromolecule_metabolic_process	5.56e-10
Positive_regulation_of_metabolic_process	2.14e-10
Positive_regulation_of_multicellular_organismal_process	2.84e-05
Positive_regulation_of_nervous_system_development	3.02e-05
Positive_regulation_of_neuroblast_proliferation	0.0053
Positive_regulation_of_neurogenesis	0.00018
Positive_regulation_of_neuron_differentiation	0.00079
Positive_regulation_of_nitrogen_compound_metabolic_process	6.28e-11
Positive_regulation_of_stem_cell_differentiation	0.0038
Positive_regulation_of_transcription,_DNA-templated	3.45e-19
Positive_regulation_of_transcription_by_RNA_polymerase_II	9.83e-22
Regionalization	9.7e-16
Regulation_of_RNA_metabolic_process	1.36e-18
Regulation_of_apoptotic_process	0.00014
Regulation_of_biological_quality	0.00025
Regulation_of_blood_circulation	0.0085
Regulation_of_cardiac_muscle_cell_apoptotic_process	8.02e-05
Regulation_of_cardiocyte_differentiation	0.00037
Regulation_of_cell_development	0.0026
Regulation_of_cell_differentiation	4.92e-09
Regulation_of_cellular_biosynthetic_process	3.16e-16
Regulation_of_cellular_metabolic_process	3.99e-13
Regulation_of_cellular_process	4.53e-10
Regulation_of_developmental_growth	0.003
Regulation_of_developmental_process	1.62e-08
Regulation_of_gene_expression	1.15e-13
Regulation_of_macromolecule_biosynthetic_process	1.38e-16
Regulation_of_macromolecule_metabolic_process	4.53e-10
Regulation_of_metabolic_process	6.55e-10
Regulation_of_multicellular_organismal_development	1.55e-06
Regulation_of_multicellular_organismal_process	3.62e-07
Regulation_of_nervous_system_development	0.00019
Regulation_of_neurogenesis	0.00052
Regulation_of_neuron_differentiation	7.52e-07
Regulation_of_neuron_projection_development	0.0089
Regulation_of_nitrogen_compound_metabolic_process	3.19e-11
Regulation_of_nucleobase-containing_compound_metabolic_process	3.18e-17
Regulation_of_primary_metabolic_process	1.64e-10
Regulation_of_system_process	0.00065
Regulation_of_transcription,_DNA-templated	3.45e-19
Regulation_of_transcription_by_RNA_polymerase_II	7.59e-23
Regulation_of_transcription_regulatory_region_DNA_binding	0.0052
Reproductive_process	0.0016
Reproductive_structure_development	0.00015
Sensory_organ_development	9.99e-08
Sensory_organ_morphogenesis	0.00018
Sex_differentiation	0.0011
Skeletal_system_development	0.00021
Skeletal_system_morphogenesis	0.0049
Spinal_cord_association_neuron_differentiation	0.0087
Spinal_cord_development	1.51e-05
Stem_cell_differentiation	0.0012
Stem_cell_fate_commitment	0.0071
Striated_muscle_cell_differentiation	0.0025
System_development	8.96e-24
System_process	0.00052
Telencephalon_cell_migration	0.0098
Telencephalon_development	1.93e-05
Tissue_development	1.57e-11
Tissue_morphogenesis	0.00063
Trabecula_formation	0.0038
Tube_development	2.66e-05
Tube_morphogenesis	0.0035
Ventricular_cardiac_muscle_cell_development	0.0071
Vesicle-mediated_transport_in_synapse	0.0058
