GENE,cluster1,cluster2,cluster3
RXRG,0.999999999999293,0.0,7.075701658247317e-13
KIF1A,0.9999999961501551,0.0,3.849845410436295e-09
BCOR,0.9999999999826983,0.0,1.7300622491174695e-11
MFSD4A,0.9999999996755022,0.0,3.24497748498682e-10
SLC12A5,0.9854254213750845,0.0,0.014574578624916958
KCND3,0.9999999096482638,0.0,9.035173687156226e-08
FBXL16,0.9999998135876136,0.0,1.864123861450807e-07
SOX3,0.9999999998247091,0.0,1.752901032577878e-10
POU4F3,0.999999997768537,0.0,2.2314615846861656e-09
ARHGAP36,0.9999999987820019,0.0,1.2180010044980457e-09
EPHA10,0.9999999056093474,0.0,9.439065099036399e-08
LHX4,0.9967625533455694,0.0,0.0032374466544313092
GRP,0.9999999999969766,0.0,3.022390616494982e-12
FGF8,0.9999985982002875,0.0,1.4017997126145238e-06
CALY,0.9999954006172062,0.0,4.599382793348428e-06
DMTN,0.9997077294379764,0.0,0.0002922705620253335
CDKN2C,0.9999999999996021,0.0,3.9851713768946724e-13
TMC2,0.9999999999998046,0.0,1.9697212547310756e-13
CDC20B,0.9999550279569467,0.0,4.497204305483173e-05
LMO2,0.9999999998679172,0.0,1.320819746747075e-10
EHBP1,0.9999999999999964,0.0,3.3625164622035247e-15
ZFHX3,0.9999999998338467,0.0,1.6615378418062686e-10
ISLR2,0.9999996884330488,0.0,3.115669526613656e-07
FOXF2,0.6012486294109577,0.0,0.3987513705890437
OLFM1,0.9998600105361001,0.0,0.00013998946389962865
SLC6A12,0.9999906348745516,0.0,9.365125449762599e-06
PVALB,0.9999999992168149,0.0,7.831835035940601e-10
PDE1B,0.9999999999999893,0.0,1.1504030790827343e-14
HOXC9,0.0,1.0,0.0
ABLIM2,0.9999999999999467,0.0,5.177569975050412e-14
EMX1,0.05634363549781963,0.0,0.9436563645021793
LRFN2,0.9999999907680497,0.0,9.231948513906737e-09
