GENE,cluster1,cluster2,cluster3
PPP2R2C,0.9999906746044688,0.0,9.32539553047935e-06
BARHL1,0.9999999995891109,0.0,4.1088782327886115e-10
SYT5,0.999996698059318,0.0,3.301940682805615e-06
SLC6A12,0.9999891316664251,0.0,1.0868333576190247e-05
NAV2,1.0,0.0,1.4599843965657882e-15
LBX1,0.004186941837457068,0.0,0.9958130581625411
HOXC6,0.0,1.0,0.0
SSTR4,0.9999997328297782,0.0,2.671702219261674e-07
PTPRN2,0.999999805195697,0.0,1.9480430254971434e-07
EBF1,0.9999999215380124,0.0,7.84619867631622e-08
DLX4,0.00019949041289648437,0.0,0.9998005095871032
PRDM14,1.0,0.0,9.039322328224167e-20
IRX6,0.9999916587337839,0.0,8.341266217746942e-06
PRKAG1,0.9999999896578515,0.0,1.0342147255489315e-08
CXCL14,0.9999999999999893,0.0,1.0627471128364621e-14
DDN,0.9999361741671532,0.0,6.382583284729386e-05
ZBTB7C,0.9998859237601675,0.0,0.00011407623983118109
OLFM1,0.9999978038649956,0.0,2.196135004367442e-06
EXOC6,0.9999999985659436,0.0,1.4340551082548754e-09
ADORA1,0.999999552785131,0.0,4.47214869997067e-07
GRIN2C,0.9999999978780174,0.0,2.121982502382293e-09
WNT7B,0.998904471904488,0.0,0.0010955280955129557
TTLL10,0.9999999988833643,0.0,1.1166358570681997e-09
GFI1B,0.9999999959831136,0.0,4.016885021105259e-09
CPLX1,0.9999996376874857,0.0,3.623125134097951e-07
EPS8L1,0.9999999996523243,0.0,3.4767729684868196e-10
TRIM63,0.9999998903143552,0.0,1.0968564487438323e-07
EGR3,0.9999999918824614,0.0,8.117537873888636e-09
LIN28B,0.9999999993699156,0.0,6.300829096799089e-10
CRLF1,0.9999999999999893,0.0,1.1917569230864715e-14
CUX2,0.9999999907467441,0.0,9.253254376652599e-09
NAT8L,0.9999999999999929,0.0,6.445825844985649e-15
