GENE,cluster1,cluster2,cluster3,cluster4
SIX1,5.158524979907144e-06,0.0,0.0,0.9999948414750189
DMRT3,0.008113822693446808,0.0,0.0,0.9918861773065534
BCL11A,0.9998133096115348,0.0,0.0,0.00018669038846522734
ALOX12B,0.898317078988459,0.0,0.0,0.10168292101154061
CNTFR,0.03529805743119219,0.0,0.0,0.9647019425688074
IHH,0.9395885490785548,0.0,0.0,0.0604114509214439
NEUROD2,8.207835022635481e-10,0.0,0.0,0.9999999991792166
TBX5,0.0001817636729252828,0.0,0.0,0.9998182363270773
ARHGAP36,1.0,0.0,0.0,1.689968213920716e-31
GSX2,9.300434997197374e-07,0.0,0.0,0.9999990699565009
VSX2,0.34685030561204466,0.0,0.0,0.6531496943879552
FAM172A,0.9974986522082931,0.0,0.0,0.0025013477917066396
ROBO3,0.0008964023621798508,0.0,0.0,0.9991035976378219
BMP7,0.9915953760926355,0.0,0.0,0.008404623907364574
ANO1,0.97241061700987,0.0,0.0,0.027589382990129505
TBX18,0.031854468113848365,0.0,0.0,0.9681455318861507
KCNC1,0.9888300804718805,0.0,0.0,0.011169919528119333
TFAP2A,0.0032959087503012818,0.0,0.0,0.9967040912496994
SOX3,0.9973242718738603,0.0,0.0,0.002675728126140837
TRIM63,0.9995279543842651,0.0,0.0,0.00047204561573381873
METAP1D,0.9977175948338622,0.0,0.0,0.0022824051661369015
ADGRA1,0.9993450803275199,0.0,0.0,0.0006549196724814136
BHLHE22,0.4261810103682894,0.0,0.0,0.5738189896317101
CACNG4,0.9923431781482571,0.0,0.0,0.007656821851744511
CDH22,0.9999998114060489,0.0,0.0,1.8859395279252046e-07
SSTR4,0.9118373614149214,0.0,0.0,0.08816263858507872
LMX1A,0.0011180038383503893,0.0,0.0,0.9988819961616504
PLXNA4,0.30513412865593414,0.0,0.0,0.6948658713440642
LHX6,4.0548004929049075e-06,0.0,0.0,0.999995945199508
VSX1,0.009459525568569388,0.0,0.0,0.9905404744314315
ADRA2C,1.0,0.0,0.0,3.569470436845762e-16
NKX2-5,2.7404235513871695e-07,0.0,0.0,0.9999997259576452
NKX3-1,1.2297232262015648e-10,0.0,0.0,0.9999999998770264
NEUROG2,0.0019114305925234296,0.0,0.0,0.9980885694074777
BUB3,0.0001866698948632928,0.0,0.0,0.9998133301051361
HOXC13,1.5511057225688348e-283,1.0,0.0,8.822900093643386e-211
WNT6,0.006774034508258231,0.0,0.0,0.9932259654917415
RGMA,0.7838899318313892,0.0,0.0,0.2161100681686122
TCHH,0.00022622153151043628,0.0,0.0,0.9997737784684895
COL2A1,1.5903765174861386e-05,0.0,0.0,0.9999840962348225
BCOR,0.9999999996021032,0.0,0.0,3.978966755762787e-10
SRCIN1,0.9999990547143289,0.0,0.0,9.452856698787931e-07
MEIS1,0.8424930818222074,0.0,0.0,0.1575069181777915
PRDM16,1.0,0.0,0.0,4.9592713339964055e-17
IRF8,0.9760266702701007,0.0,0.0,0.023973329729898834
LPO,0.9707839171480925,0.0,0.0,0.029216082851906293
EGFLAM,0.9909083196441177,0.0,0.0,0.009091680355880798
DNAJB8,0.9999818257154118,0.0,0.0,1.8174284587840997e-05
PAX3,1.9523876654471574e-19,0.0,0.999999997758982,2.2410179659810223e-09
SIX2,0.00019667684460485688,0.0,0.0,0.9998033231553962
TBX20,0.00017795664219100583,0.0,0.0,0.9998220433578074
SATB2,0.008950927025970104,0.0,0.0,0.9910490729740297
HMX2,2.0069054520398676e-07,0.0,0.0,0.9999997993094555
TAL1,0.0009146125118853198,0.0,0.0,0.9990853874881156
FOXC2,0.0026308923976788167,0.0,0.0,0.9973691076023226
ADAMTSL2,0.9984127528348977,0.0,0.0,0.001587247165102614
GJA3,0.01802924273859734,0.0,0.0,0.9819707572614029
GABRD,0.9993179126762262,0.0,0.0,0.0006820873237734495
TFAP2D,0.0003771072079107475,0.0,0.0,0.9996228927920885
C1QA,0.9999998357831849,0.0,0.0,1.6421681386870267e-07
SLC17A7,3.9876130380057e-06,0.0,0.0,0.9999960123869616
ALX3,0.9991818213543762,0.0,0.0,0.0008181786456255417
IGSF21,0.9999519591199655,0.0,0.0,4.804088003562423e-05
THBD,0.8477209664558019,0.0,0.0,0.15227903354419856
IRX4,4.068962650566456e-07,0.0,0.0,0.9999995931037351
SKAP1,0.998956169930149,0.0,0.0,0.001043830069850921
FOXD2,0.0021248738820197374,0.0,0.0,0.997875126117979
RASGRF1,0.07314340406552042,0.0,0.0,0.9268565959344792
EPS8L1,0.9314475344545953,0.0,0.0,0.06855246554540399
LMO2,0.998713137065099,0.0,0.0,0.0012868629349014594
LHX3,0.042147425856317706,0.0,0.0,0.9578525741436832
CACNA1E,0.005167118933318328,0.0,0.0,0.994832881066681
KCND3,0.9818179487348128,0.0,0.0,0.01818205126518648
SALL1,0.6361158116959005,0.0,0.0,0.36388418830410124
FZD10,0.010040862611328052,0.0,0.0,0.9899591373886729
