GENE,cluster1,cluster2,cluster3
OLIG1,0.007681306236921105,0.0,0.9923186937630796
SOX2,0.05430038523508283,0.0,0.9456996147649169
NGFR,3.0966703838945014e-05,0.0,0.999969033296161
SIX3,0.0011451177340396637,0.0,0.9988548822659612
C1QL2,0.9997064265670965,0.0,0.0002935734329037094
FLI1,0.9999944213257059,0.0,5.578674294669635e-06
TWIST1,0.9999991844872248,0.0,8.155127744118317e-07
NAV2,0.9953734865581801,0.0,0.004626513441819518
INSRR,0.9999927657767116,0.0,7.234223287233712e-06
PPIE,1.0,0.0,3.192147983499215e-21
TBX18,0.9999998545968224,0.0,1.4540317712766722e-07
NTRK1,0.9999927657767116,0.0,7.234223287233712e-06
DMRT3,0.9973622265499288,0.0,0.0026377734500698906
NR5A1,0.9977170074341195,0.0,0.0022829925658811967
PRDM8,0.9999999999997655,0.0,2.344507318513579e-13
PDE2A,0.9981179589174832,0.0,0.0018820410825185
NEUROG1,0.9999999311237625,0.0,6.88762368621105e-08
NR2F1,0.999999997700975,0.0,2.299025608788925e-09
FOXL2,0.9999913587902292,0.0,8.641209771580561e-06
UNC5A,0.9965399483208602,0.0,0.00346005167913924
OLIG3,0.993948052640184,0.0,0.006051947359816179
NTN1,0.9999980561570708,0.0,1.9438429300497234e-06
SP8,0.999797115760736,0.0,0.00020288423926233061
WNT1,0.999967845624664,0.0,3.2154375335745256e-05
ROBO3,0.9997364180813965,0.0,0.0002635819186026745
GATA3,0.9999995896340852,0.0,4.1036591673842823e-07
GATA6,0.9999998398400494,0.0,1.6015995170317425e-07
TLX1,5.786439252949557e-17,0.0,1.0
POM121L2,1.6827421492709073e-12,0.0,0.999999999998316
SYT2,0.9991990773718538,0.0,0.0008009226281464032
FOXC1,0.9999999999820801,0.0,1.792076287922407e-11
C1QA,0.9999935866270375,0.0,6.413372962621898e-06
HLX,1.0,0.0,5.576232758557484e-19
PAX7,2.073029116584131e-05,0.0,0.9999792697088312
EBF2,0.9998479503723182,0.0,0.0001520496276835008
TBX3,0.9999999999991651,0.0,8.360546600738876e-13
BCL11B,0.9997849405859464,0.0,0.00021505941405319584
TTLL6,0.9999314482435047,0.0,6.855175649579603e-05
DLX2,0.9999999998221973,0.0,1.7780175157920642e-10
KCNJ4,0.9998030547313894,0.0,0.00019694526861168836
IGF2BP1,0.9999917504453214,0.0,8.249554678287422e-06
DUOXA1,0.999997584313424,0.0,2.415686577386356e-06
OSR1,0.9999999992610817,0.0,7.389172771910362e-10
DMRTA2,0.9999997515844601,0.0,2.484155393503846e-07
FOXD3,0.9999548588944839,0.0,4.514110551529711e-05
GSC,0.9999999604944286,0.0,3.9505571162411343e-08
RFX4,0.9978600076408237,0.0,0.002139992359176268
METAP1D,0.9999999940638702,0.0,5.936128181316723e-09
NRN1,0.999997024059892,0.0,2.975940106747138e-06
SATB2,0.9997596236568609,0.0,0.00024037634313747396
DOK7,0.9999995580548084,0.0,4.41945192974608e-07
HOXC9,1.7706795709272813e-212,1.0,0.0
FEZF2,0.9999995810596036,0.0,4.1894039645801827e-07
EN1,0.9999945923031732,0.0,5.407696825070365e-06
LINGO1,0.9999999893062467,0.0,1.069375456622074e-08
NFIX,1.0,0.0,5.151191085134979e-20
MPPED1,0.9999949410627127,0.0,5.05893728633175e-06
KCNK13,0.9999944530810271,0.0,5.546918971856088e-06
EGR4,0.9999678540199752,0.0,3.214598002611549e-05
PRDM6,0.9999990833633854,0.0,9.166366152043532e-07
VSTM2B,0.9999989217944134,0.0,1.0782055859055692e-06
SKOR1,0.9999999827698006,0.0,1.723019969568928e-08
CDX2,0.9999704483104985,0.0,2.9551689502490783e-05
HAND1,0.9999984188706813,0.0,1.5811293192436174e-06
PHOX2B,0.9999741211268961,0.0,2.5878873105531174e-05
TBX2,0.9999999986028953,0.0,1.3971049918658959e-09
BMP4,0.9999979686770989,0.0,2.0313229017306747e-06
SLC6A12,0.9999855436871006,0.0,1.4456312898234687e-05
ASCL1,0.999999809939592,0.0,1.90060406742305e-07
SPR,0.9999992749504685,0.0,7.250495343886945e-07
FOXB2,0.999986546217561,0.0,1.3453782440683445e-05
BCOR,0.9999999999994884,0.0,5.109944096881219e-13
HOXC4,3.259261519289053e-254,1.0,0.0
CUX2,0.9999111380598457,0.0,8.886194015257915e-05
SMUG1,0.9999999999998224,0.0,1.7870987036908784e-13
SLC18A3,0.9999727113810007,0.0,2.7288619000302435e-05
EMX1,0.9957284836461112,0.0,0.0042715163538888405
PVALB,0.9998689583513395,0.0,0.00013104164866090785
WNT10B,0.9999860194052395,0.0,1.3980594759716695e-05
CBX8,0.9995624003808842,0.0,0.00043759961911605296
HMX3,0.999994380451097,0.0,5.619548902989966e-06
FZD10,0.9999953569988873,0.0,4.643001112484954e-06
MEIS1,0.9999999999985576,0.0,1.4407995997586976e-12
EVX1,4.461719131947161e-51,0.0,1.0
HOXC5,3.259261519289053e-254,1.0,0.0
PRDM14,0.9951446113757808,0.0,0.004855388624219756
CCDC33,0.9958676413604567,0.0,0.004132358639543182
MNX1,0.9999020597495493,0.0,9.794025045110929e-05
NTSR1,0.9999999994110844,0.0,5.889164108914036e-10
BHLHE22,0.9999998871824111,0.0,1.1281758912139991e-07
HOXB1,5.2328793789634074e-195,0.0,1.0
KCNA1,0.9999113889978956,0.0,8.8611002104642e-05
FOXB1,0.9999462735924108,0.0,5.372640758813893e-05
PRSS56,0.9996225031632922,0.0,0.0003774968367070563
PLXNA4,0.999988227824073,0.0,1.1772175925823766e-05
ECEL1,0.9995933141986565,0.0,0.0004066858013445385
LHX8,0.9999857810757585,0.0,1.421892424204953e-05
IHH,0.9999963260303619,0.0,3.6739696379814513e-06
FOXC2,0.999999999980723,0.0,1.9276258723820956e-11
ALX4,0.9870702687601918,0.0,0.012929731239808059
POU3F3,0.9937008685888362,0.0,0.006299131411165454
ADRA1B,0.9999997655562423,0.0,2.3444375720879687e-07
TBR1,0.9999999060706886,0.0,9.392931129148225e-08
GRIK3,0.9966242086628279,0.0,0.0033757913371723096
VSTM2L,0.9996743062520568,0.0,0.0003256937479438833
